Palabra,Pinyin,Significados_en,Significados_es,Score,Audio_URL
微,wei,tiny; miniature; slightly; profound; abtruse; to decline; one millionth part of; micro-; Taiwan pr. [wei2],diminuto; miniatura; levemente; profundo; Abtruse; declinar; una millonésima parte de; micro-; Taiwán Pr. [wei2],393012,https://translate.google.com/translate_tts?ie=UTF-8&q=微&tl=zh&client=tw-ob
章,zhang,chapter; section; clause; movement (of symphony); seal; badge; regulation; order,capítulo; sección; cláusula; movimiento (de sinfonía); sello; insignia; regulación; orden,392192,https://translate.google.com/translate_tts?ie=UTF-8&q=章&tl=zh&client=tw-ob
酸,suan,sour; tart; sick at heart; grieved; sore; aching; pedantic; impractical; to make sarcastic remarks about sb; an acid,agrio; tarta; Enfermo de corazón; apenado; doloroso; dolor; pedante; poco práctico; hacer comentarios sarcásticos sobre SB; un ácido,389900,https://translate.google.com/translate_tts?ie=UTF-8&q=酸&tl=zh&client=tw-ob
翻,fan,to turn over; to flip over; to overturn; to rummage through; to translate; to decode; to double; to climb over or into; to cross,dar la vuelta; voltear; para anular; para hurgar a través de; traducir; decodificar; para duplicar; para subir sobre o dentro; para cruzar,387828,https://translate.google.com/translate_tts?ie=UTF-8&q=翻&tl=zh&client=tw-ob
特,te,"special; unique; distinguished; especially; unusual; very; abbr. for 特克斯[te4 ke4 si1], tex","especial; único; distinguido; especialmente; inusual; muy; abbr. para 特克斯 [TE4 KE4 SI1], Tex",387002,https://translate.google.com/translate_tts?ie=UTF-8&q=特&tl=zh&client=tw-ob
拍,pai,to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music),para patear; aplaudir; para abofetear; a Swat; tomar (una foto); disparar (una película); raqueta (deportes); Beat (música),386240,https://translate.google.com/translate_tts?ie=UTF-8&q=拍&tl=zh&client=tw-ob
坐,zuo,"to sit; to take a seat; to take (a bus, airplane etc); to bear fruit; variant of 座[zuo4]","para sentarse; tomar asiento; tomar (un autobús, avión, etc.); dar fruto; Variante de 座 [ZUO4]",386175,https://translate.google.com/translate_tts?ie=UTF-8&q=坐&tl=zh&client=tw-ob
思想,si xiang,thought; thinking; idea; ideology; CL:個|个[ge4],pensamiento; pensamiento; idea; ideología; CL: 個 | 个 [GE4],384675,https://translate.google.com/translate_tts?ie=UTF-8&q=思想&tl=zh&client=tw-ob
使用,shi yong,to use; to employ; to apply; to make use of,para usar; emplear; aplicar; para usar,384560,https://translate.google.com/translate_tts?ie=UTF-8&q=使用&tl=zh&client=tw-ob
修,xiu,to decorate; to embellish; to repair; to build; to write; to cultivate; to study; to take (a class),decorar; embellecer; reparar; construir; escribir; cultivar; estudiar; tomar (una clase),384448,https://translate.google.com/translate_tts?ie=UTF-8&q=修&tl=zh&client=tw-ob
似,shi,to seem; to appear; to resemble; similar; -like; pseudo-; (more) than,parecer; aparecer; parecerse; similar; -como; seudo-; (más que,380387,https://translate.google.com/translate_tts?ie=UTF-8&q=似&tl=zh&client=tw-ob
形式,xing shi,outer appearance; form; shape; formality; CL:個|个[ge4],apariencia exterior; forma; forma; formalidad; CL: 個 | 个 [GE4],379700,https://translate.google.com/translate_tts?ie=UTF-8&q=形式&tl=zh&client=tw-ob
大量,da liang,great amount; large quantity; bulk; numerous; generous; magnanimous,gran cantidad; gran cantidad; a granel; numeroso; generoso; magnánimo,379260,https://translate.google.com/translate_tts?ie=UTF-8&q=大量&tl=zh&client=tw-ob
且,qie,and; moreover; yet; for the time being; to be about to; both (... and...),y; además; todavía; Siendo por el momento; estar a punto de; Ambos (... y ...),376920,https://translate.google.com/translate_tts?ie=UTF-8&q=且&tl=zh&client=tw-ob
搭,da,"to put up; to build (scaffolding); to hang (clothes on a pole); to connect; to join; to arrange in pairs; to match; to add; to throw in (resources); to take (boat, train); variant of 褡[da1]","para aguantar; construir (andamio); colgar (ropa en un poste); para conectarse; para unirse; organizar en pares; coincidir; para agregar; para tirar (recursos); tomar (bote, tren); Variante de 褡 [DA1]",375947,https://translate.google.com/translate_tts?ie=UTF-8&q=搭&tl=zh&client=tw-ob
有人,you ren,someone; people; anyone; there is someone there; occupied (as in restroom),alguien; gente; alguien; hay alguien allí; ocupado (como en el baño),375175,https://translate.google.com/translate_tts?ie=UTF-8&q=有人&tl=zh&client=tw-ob
挺,ting,straight; erect; to stick out (a part of the body); to (physically) straighten up; to support; to withstand; outstanding; (coll.) quite; very; classifier for machine guns,derecho; erguido; sobresalir (una parte del cuerpo); para (físicamente) enderezar; para apoyar; resistir; pendiente; (coll.) Bastante; muy; clasificador para ametralladoras,374200,https://translate.google.com/translate_tts?ie=UTF-8&q=挺&tl=zh&client=tw-ob
弄,nong,to do; to manage; to handle; to play with; to fool with; to mess with; to fix; to toy with,hacer; para administrar; para manejar; jugar con; engañar con; para meterse con; para arreglar; Para jugar con,370176,https://translate.google.com/translate_tts?ie=UTF-8&q=弄&tl=zh&client=tw-ob
量,liang,"capacity; quantity; amount; to estimate; abbr. for 量詞|量词[liang4 ci2], classifier (in Chinese grammar); measure word",,366552,https://translate.google.com/translate_tts?ie=UTF-8&q=量&tl=zh&client=tw-ob
年代,nian dai,a decade of a century (e.g. the Sixties); age; era; period; CL:個|个[ge4],"una década de siglo (por ejemplo, los años sesenta); edad; era; período; CL: 個 | 个 [GE4]",366475,https://translate.google.com/translate_tts?ie=UTF-8&q=年代&tl=zh&client=tw-ob
自己,zi ji,oneself; one's own,uno mismo; uno propio,363732,https://translate.google.com/translate_tts?ie=UTF-8&q=自己&tl=zh&client=tw-ob
而且,er qie,(not only ...) but also; moreover; in addition; furthermore,(no solo ...) sino también; además; además; además,362208,https://translate.google.com/translate_tts?ie=UTF-8&q=而且&tl=zh&client=tw-ob
另,ling,other; another; separate; separately,otro; otro; separado; por separado,362160,https://translate.google.com/translate_tts?ie=UTF-8&q=另&tl=zh&client=tw-ob
先生,xian sheng,teacher; gentleman; sir; mister (Mr.); husband; (dialect) doctor; CL:位[wei4],maestro; hidalgo; Señor; señor (Sr.); marido; (dialecto) médico; CL: 位 [wei4],361750,https://translate.google.com/translate_tts?ie=UTF-8&q=先生&tl=zh&client=tw-ob
市,shi,market; city; CL:個|个[ge4],mercado; ciudad; CL: 個 | 个 [GE4],361269,https://translate.google.com/translate_tts?ie=UTF-8&q=市&tl=zh&client=tw-ob
早,zao,early; morning; Good morning!; long ago; prematurely,temprano; mañana; ¡Buen día!; hace mucho tiempo; prematuramente,360725,https://translate.google.com/translate_tts?ie=UTF-8&q=早&tl=zh&client=tw-ob
不足,bu zu,insufficient; lacking; deficiency; not enough; inadequate; not worth; cannot; should not,insuficiente; carente; deficiencia; no es suficiente; inadecuado; no vale; no puedo; no debería,359360,https://translate.google.com/translate_tts?ie=UTF-8&q=不足&tl=zh&client=tw-ob
投,tou,"to throw (sth in a specific direction: ball, javelin, grenade etc); to cast (a ballot); to cast (a glance, a shadow etc); to put in (money for investment, a coin to operate a slot machine); to send (a letter, a manuscript etc); to throw oneself into (a river, a well etc to commit suicide); to go to; to seek refuge; to place oneself into the hands of; (coll.) to rinse (clothes) in water","tirar (Sth en una dirección específica: pelota, jabalina, granada, etc.); lanzar (una boleta); lanzar (una mirada, una sombra, etc.); Poner (dinero para la inversión, una moneda para operar una máquina tragamonedas); para enviar (una carta, un manuscrito, etc.); tirar a (un río, un pozo, etc. para suicidarse); para ir; buscar refugio; colocarse en manos de; (coll.) Para enjuagar (ropa) en agua",353920,https://translate.google.com/translate_tts?ie=UTF-8&q=投&tl=zh&client=tw-ob
目,mu,eye; (literary) to look; to regard; eye (of a net); mesh; mesh size; grit size (abbr. for 目數|目数[mu4 shu4]); item; section; list; catalogue; (taxonomy) order; name; title,ojo; (literario) para mirar; considerar; ojo (de una red); malla; tamaño de malla; tamaño de arena (abbr. para 目數 | 目数 [mu4 shu4]); artículo; sección; lista; catalogar; (Taxonomía) orden; nombre; título,353152,https://translate.google.com/translate_tts?ie=UTF-8&q=目&tl=zh&client=tw-ob
初,chu,at first; (at the) beginning; first; junior; basic,en primer lugar; (en el) comienzo; primero; júnior; básico,351800,https://translate.google.com/translate_tts?ie=UTF-8&q=初&tl=zh&client=tw-ob
兄弟,xiong di,"brothers; younger brother; CL:個|个[ge4]; I, me (humble term used by men in public speech); brotherly; fraternal","hermanos; hermano menor; CL: 個 | 个 [GE4]; Yo, yo (término humilde utilizado por los hombres en discurso público); fraternal; fraternal",347184,https://translate.google.com/translate_tts?ie=UTF-8&q=兄弟&tl=zh&client=tw-ob
末,mo,tip; end; final stage; latter part; inessential detail; powder; dust; opera role of old man,consejo; fin; etapa final; última parte; detalle inessencial; polvo; polvo; ópera papel de anciano,346176,https://translate.google.com/translate_tts?ie=UTF-8&q=末&tl=zh&client=tw-ob
如果,ru guo,if; in case; in the event that,si; En caso; en caso de que,345366,https://translate.google.com/translate_tts?ie=UTF-8&q=如果&tl=zh&client=tw-ob
便是,bian shi,(emphasizes that sth is precisely or exactly as stated); precisely; exactly; even; if; just like; in the same way as,(enfatiza que STH es precisamente o exactamente como se indica); precisamente; exactamente; incluso; si; Al igual que; de la misma manera que,341922,https://translate.google.com/translate_tts?ie=UTF-8&q=便是&tl=zh&client=tw-ob
利用,li yong,to exploit; to make use of; to use; to take advantage of; to utilize,explotar; para usar; para usar; aprovechar; para utilizar,338975,https://translate.google.com/translate_tts?ie=UTF-8&q=利用&tl=zh&client=tw-ob
主席,zhu xi,"chairperson; premier; chairman; CL:個|个[ge4],位[wei4]","presidente; primer ministro; presidente; CL: 個 | 个 [GE4], 位 [wei4]",333744,https://translate.google.com/translate_tts?ie=UTF-8&q=主席&tl=zh&client=tw-ob
均,jun,equal; even; all; uniform,igual; incluso; todo; uniforme,332416,https://translate.google.com/translate_tts?ie=UTF-8&q=均&tl=zh&client=tw-ob
集中,ji zhong,to concentrate; to centralize; to focus; centralized; concentrated; to put together,concentrarse; para centralizar; concentrarse; centralizado; concentrado; Para armar,332352,https://translate.google.com/translate_tts?ie=UTF-8&q=集中&tl=zh&client=tw-ob
投入,tou ru,to throw into; to put into; to throw oneself into; to participate in; to invest in; absorbed; engrossed,tirar a; poner en; a torcerse a; participar en; invertir en; absorbido; absorto,332024,https://translate.google.com/translate_tts?ie=UTF-8&q=投入&tl=zh&client=tw-ob
利,li,sharp; favorable; advantage; benefit; profit; interest; to do good to; to benefit,afilado; favorable; ventaja; beneficio; ganancia; interés; hacer bien a; para beneficiar,330688,https://translate.google.com/translate_tts?ie=UTF-8&q=利&tl=zh&client=tw-ob
基本,ji ben,basic; fundamental; main; elementary,básico; fundamental; principal; elemental,327664,https://translate.google.com/translate_tts?ie=UTF-8&q=基本&tl=zh&client=tw-ob
肉,rou,meat; flesh; pulp (of a fruit); (coll.) (of a fruit) squashy; (of a person) flabby; irresolute; Kangxi radical 130,carne; carne; pulpa (de una fruta); (coll.) (de una fruta) Squashy; (de una persona) Flabby; irresoluto; Kangxi Radical 130,327467,https://translate.google.com/translate_tts?ie=UTF-8&q=肉&tl=zh&client=tw-ob
完,wan,to finish; to be over; whole; complete; entire,para terminar; ser terminado; entero; completo; completo,326050,https://translate.google.com/translate_tts?ie=UTF-8&q=完&tl=zh&client=tw-ob
反映,fan ying,to mirror; to reflect; mirror image; reflection; (fig.) to report; to make known; to render,reflejar; reflejar; imagen de espejo; reflexión; (Fig.) Para informar; dar a conocer; para renderizar,324282,https://translate.google.com/translate_tts?ie=UTF-8&q=反映&tl=zh&client=tw-ob
天,tian,day; sky; heaven,día; cielo; cielo,323811,https://translate.google.com/translate_tts?ie=UTF-8&q=天&tl=zh&client=tw-ob
呈,cheng,to present to a superior; memorial; petition; to present (a certain appearance); to assume (a shape); to be (a certain color),presentar a un superior; memorial; petición; presentar (cierta apariencia); asumir (una forma); ser (cierto color),323136,https://translate.google.com/translate_tts?ie=UTF-8&q=呈&tl=zh&client=tw-ob
念,nian,to read; to study (a subject); to attend (a school); to read aloud; to give (sb) a tongue-lashing (CL:頓|顿[dun4]); to miss (sb); idea; remembrance; twenty (banker's anti-fraud numeral corresponding to 廿[nian4]),para leer; estudiar (un sujeto); asistir (una escuela); leer en voz alta; dar (sb) un encierro de lengua (cl: 頓 | 顿 [dun4]); fallar (SB); idea; recuerdo; Veinte (número de banquero contra el fraude correspondiente a 廿 [Nian4]),322218,https://translate.google.com/translate_tts?ie=UTF-8&q=念&tl=zh&client=tw-ob
城,cheng,"city walls; city; town; CL:座[zuo4],道[dao4],個|个[ge4]","muros de la ciudad; ciudad; ciudad; CL: 座 [ZUO4], 道 [Dao4], 個 | 个 [GE4]",319248,https://translate.google.com/translate_tts?ie=UTF-8&q=城&tl=zh&client=tw-ob
姑娘,gu niang,girl; young woman; young lady; daughter; paternal aunt (old); CL:個|个[ge4],chica; joven; señorita; hija; tía paterna (antigua); CL: 個 | 个 [GE4],318708,https://translate.google.com/translate_tts?ie=UTF-8&q=姑娘&tl=zh&client=tw-ob
原因,yuan yin,cause; origin; root cause; reason; CL:個|个[ge4],causa; origen; causa principal; razón; CL: 個 | 个 [GE4],317050,https://translate.google.com/translate_tts?ie=UTF-8&q=原因&tl=zh&client=tw-ob
米,mi,uncooked rice; meter (unit of length); (slang) Chinese yuan,arroz crudo; medidor (unidad de longitud); (argot) Yuan chino,316224,https://translate.google.com/translate_tts?ie=UTF-8&q=米&tl=zh&client=tw-ob
浮,fu,to float; superficial; floating; unstable; movable; provisional; temporary; transient; impetuous; hollow; inflated; to exceed; superfluous; excessive; surplus,flotar; superficial; flotante; inestable; móvil; provisional; temporario; transitorio; impetuoso; hueco; inflado; exceder; superfluo; excesivo; superávit,313650,https://translate.google.com/translate_tts?ie=UTF-8&q=浮&tl=zh&client=tw-ob
支,zhi,"to support; to sustain; to erect; to raise; branch; division; to draw money; classifier for rods such as pens and guns, for army divisions and for songs or compositions","para apoyar; para sostener; erigir; criar; rama; división; para dibujar dinero; Clasificador para barras como bolígrafos y armas, para divisiones del ejército y para canciones o composiciones",312512,https://translate.google.com/translate_tts?ie=UTF-8&q=支&tl=zh&client=tw-ob
一次,yi ci,first; first time; once; (math.) linear (of degree one),primero; primer tiempo; una vez; (Math.) Lineal (de grado uno),307984,https://translate.google.com/translate_tts?ie=UTF-8&q=一次&tl=zh&client=tw-ob
其中,qi zhong,among; in; included among these,entre; en; incluido entre estos,307557,https://translate.google.com/translate_tts?ie=UTF-8&q=其中&tl=zh&client=tw-ob
不能,bu neng,cannot; must not; should not,no puedo; no debe; no debería,305451,https://translate.google.com/translate_tts?ie=UTF-8&q=不能&tl=zh&client=tw-ob
象,xiang,elephant; CL:隻|只[zhi1]; shape; form; appearance; to imitate,elefante; Cl: 隻 | 只 [zhi1]; forma; forma; apariencia; imitar,305100,https://translate.google.com/translate_tts?ie=UTF-8&q=象&tl=zh&client=tw-ob
教,jiao,religion; teaching; to make; to cause; to tell,religión; enseñanza; hacer; causar; para contar,304300,https://translate.google.com/translate_tts?ie=UTF-8&q=教&tl=zh&client=tw-ob
搞,gao,to do; to make; to go in for; to set up; to get hold of; to take care of,hacer; hacer; para entrar; para configurar; para conseguir; para cuidar,302904,https://translate.google.com/translate_tts?ie=UTF-8&q=搞&tl=zh&client=tw-ob
自,zi,(bound form) self; oneself; from; since; naturally; as a matter of course,(forma unida) uno mismo; uno mismo; de; desde; naturalmente; por rutina,298368,https://translate.google.com/translate_tts?ie=UTF-8&q=自&tl=zh&client=tw-ob
