palabra,pinyin,sentido,traduccion,ejemplo,audio_url,score
全,quan,entero, entero,Ejemplo de uso con 全 - entero,https://translate.google.com/translate_tts?ie=UTF-8&q=全&tl=zh&client=tw-ob,554125
全,quan,completo, completo,Ejemplo de uso con 全 - completo,https://translate.google.com/translate_tts?ie=UTF-8&q=全&tl=zh&client=tw-ob,554125
全,quan,cada, cada,Ejemplo de uso con 全 - cada,https://translate.google.com/translate_tts?ie=UTF-8&q=全&tl=zh&client=tw-ob,554125
全,quan,completo, completo,Ejemplo de uso con 全 - completo,https://translate.google.com/translate_tts?ie=UTF-8&q=全&tl=zh&client=tw-ob,554125
作用,zuo yong,actuar sobre,actuar sobre,Ejemplo de uso con 作用 - actuar sobre,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,afectar, afectar,Ejemplo de uso con 作用 - afectar,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,acción, acción,Ejemplo de uso con 作用 - acción,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,función, función,Ejemplo de uso con 作用 - función,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,actividad, actividad,Ejemplo de uso con 作用 - actividad,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,impacto, impacto,Ejemplo de uso con 作用 - impacto,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,resultado, resultado,Ejemplo de uso con 作用 - resultado,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,efecto, efecto,Ejemplo de uso con 作用 - efecto,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,objetivo, objetivo,Ejemplo de uso con 作用 - objetivo,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,intención, intención,Ejemplo de uso con 作用 - intención,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
作用,zuo yong,"(sufijo) -ation, -tion, etc., como en 抑制作用 [yi4 zhi4 zuo4 yong4], inhibición"," (sufijo) -ation, -tion, etc., como en 抑制作用 [yi4 zhi4 zuo4 yong4], inhibición","Ejemplo de uso con 作用 - (sufijo) -ation, -tion, etc., como en 抑制作用 [yi4 zhi4 zuo4 yong4], inhibición",https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob,551950
素,su,seda cruda,seda cruda,Ejemplo de uso con 素 - seda cruda,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,blanco, blanco,Ejemplo de uso con 素 - blanco,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,"simple, sin adornos"," simple, sin adornos","Ejemplo de uso con 素 - simple, sin adornos",https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,vegetariano (comida), vegetariano (comida),Ejemplo de uso con 素 - vegetariano (comida),https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,esencia, esencia,Ejemplo de uso con 素 - esencia,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,naturaleza, naturaleza,Ejemplo de uso con 素 - naturaleza,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,elemento, elemento,Ejemplo de uso con 素 - elemento,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,constituyente, constituyente,Ejemplo de uso con 素 - constituyente,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,generalmente, generalmente,Ejemplo de uso con 素 - generalmente,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,siempre, siempre,Ejemplo de uso con 素 - siempre,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
素,su,alguna vez, alguna vez,Ejemplo de uso con 素 - alguna vez,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob,548493
土,tu,tierra,tierra,Ejemplo de uso con 土 - tierra,https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob,547840
土,tu,polvo, polvo,Ejemplo de uso con 土 - polvo,https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob,547840
土,tu,arcilla, arcilla,Ejemplo de uso con 土 - arcilla,https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob,547840
土,tu,local, local,Ejemplo de uso con 土 - local,https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob,547840
土,tu,indígena, indígena,Ejemplo de uso con 土 - indígena,https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob,547840
土,tu,opio crudo, opio crudo,Ejemplo de uso con 土 - opio crudo,https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob,547840
土,tu,no sofisticado, no sofisticado,Ejemplo de uso con 土 - no sofisticado,https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob,547840
土,tu,Una de las ocho categorías de instrumentos musicales antiguos 八音 [BA1 YIN1], Una de las ocho categorías de instrumentos musicales antiguos 八音 [BA1 YIN1],Ejemplo de uso con 土 - Una de las ocho categorías de instrumentos musicales antiguos 八音 [BA1 YIN1],https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob,547840
率,lv,para liderar,para liderar,Ejemplo de uso con 率 - para liderar,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob,546496
率,lv,para ordenar, para ordenar,Ejemplo de uso con 率 - para ordenar,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob,546496
率,lv,erupción, erupción,Ejemplo de uso con 率 - erupción,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob,546496
率,lv,apresurado, apresurado,Ejemplo de uso con 率 - apresurado,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob,546496
率,lv,franco, franco,Ejemplo de uso con 率 - franco,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob,546496
率,lv,directo, directo,Ejemplo de uso con 率 - directo,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob,546496
率,lv,generalmente, generalmente,Ejemplo de uso con 率 - generalmente,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob,546496
率,lv,generalmente, generalmente,Ejemplo de uso con 率 - generalmente,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob,546496
火,huo,fuego,fuego,Ejemplo de uso con 火 - fuego,https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob,545152
火,huo,urgente, urgente,Ejemplo de uso con 火 - urgente,https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob,545152
火,huo,munición, munición,Ejemplo de uso con 火 - munición,https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob,545152
火,huo,ardiente o en llamas, ardiente o en llamas,Ejemplo de uso con 火 - ardiente o en llamas,https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob,545152
火,huo,calor interno (medicina china), calor interno (medicina china),Ejemplo de uso con 火 - calor interno (medicina china),https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob,545152
火,huo,caliente (popular), caliente (popular),Ejemplo de uso con 火 - caliente (popular),https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob,545152
火,huo,clasificador para unidades militares (antiguas), clasificador para unidades militares (antiguas),Ejemplo de uso con 火 - clasificador para unidades militares (antiguas),https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob,545152
火,huo,Kangxi Radical 86, Kangxi Radical 86,Ejemplo de uso con 火 - Kangxi Radical 86,https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob,545152
最,zui,mayoría,mayoría,Ejemplo de uso con 最 - mayoría,https://translate.google.com/translate_tts?ie=UTF-8&q=最&tl=zh&client=tw-ob,544050
最,zui,el más, el más,Ejemplo de uso con 最 - el más,https://translate.google.com/translate_tts?ie=UTF-8&q=最&tl=zh&client=tw-ob,544050
最,zui,-est (sufijo superlativo), -est (sufijo superlativo),Ejemplo de uso con 最 - -est (sufijo superlativo),https://translate.google.com/translate_tts?ie=UTF-8&q=最&tl=zh&client=tw-ob,544050
期,qi,un período de tiempo,un período de tiempo,Ejemplo de uso con 期 - un período de tiempo,https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
期,qi,fase, fase,Ejemplo de uso con 期 - fase,https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
期,qi,escenario, escenario,Ejemplo de uso con 期 - escenario,https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
期,qi,"clasificador para problemas de un periódico, cursos de estudio"," clasificador para problemas de un periódico, cursos de estudio","Ejemplo de uso con 期 - clasificador para problemas de un periódico, cursos de estudio",https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
期,qi,tiempo, tiempo,Ejemplo de uso con 期 - tiempo,https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
期,qi,término, término,Ejemplo de uso con 期 - término,https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
期,qi,período, período,Ejemplo de uso con 期 - período,https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
期,qi,a la esperanza, a la esperanza,Ejemplo de uso con 期 - a la esperanza,https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
期,qi,Taiwán Pr. [Qi2], Taiwán Pr. [Qi2],Ejemplo de uso con 期 - Taiwán Pr. [Qi2],https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob,541161
一些,yi xie,alguno,alguno,Ejemplo de uso con 一些 - alguno,https://translate.google.com/translate_tts?ie=UTF-8&q=一些&tl=zh&client=tw-ob,535488
一些,yi xie,algunos, algunos,Ejemplo de uso con 一些 - algunos,https://translate.google.com/translate_tts?ie=UTF-8&q=一些&tl=zh&client=tw-ob,535488
一些,yi xie,un poco, un poco,Ejemplo de uso con 一些 - un poco,https://translate.google.com/translate_tts?ie=UTF-8&q=一些&tl=zh&client=tw-ob,535488
一些,yi xie,(siguiendo un adjetivo) ligeramente ... er, (siguiendo un adjetivo) ligeramente ... er,Ejemplo de uso con 一些 - (siguiendo un adjetivo) ligeramente ... er,https://translate.google.com/translate_tts?ie=UTF-8&q=一些&tl=zh&client=tw-ob,535488
支持,zhi chi,estar a favor de,estar a favor de,Ejemplo de uso con 支持 - estar a favor de,https://translate.google.com/translate_tts?ie=UTF-8&q=支持&tl=zh&client=tw-ob,535472
支持,zhi chi,para apoyar, para apoyar,Ejemplo de uso con 支持 - para apoyar,https://translate.google.com/translate_tts?ie=UTF-8&q=支持&tl=zh&client=tw-ob,535472
支持,zhi chi,a la espalda, a la espalda,Ejemplo de uso con 支持 - a la espalda,https://translate.google.com/translate_tts?ie=UTF-8&q=支持&tl=zh&client=tw-ob,535472
支持,zhi chi,apoyo, apoyo,Ejemplo de uso con 支持 - apoyo,https://translate.google.com/translate_tts?ie=UTF-8&q=支持&tl=zh&client=tw-ob,535472
支持,zhi chi,apoyo, apoyo,Ejemplo de uso con 支持 - apoyo,https://translate.google.com/translate_tts?ie=UTF-8&q=支持&tl=zh&client=tw-ob,535472
支持,zhi chi,estar de pie, estar de pie,Ejemplo de uso con 支持 - estar de pie,https://translate.google.com/translate_tts?ie=UTF-8&q=支持&tl=zh&client=tw-ob,535472
支持,zhi chi,CL: 個 | 个 [GE4], CL: 個 | 个 [GE4],Ejemplo de uso con 支持 - CL: 個 | 个 [GE4],https://translate.google.com/translate_tts?ie=UTF-8&q=支持&tl=zh&client=tw-ob,535472
世,shi,vida,vida,Ejemplo de uso con 世 - vida,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
世,shi,edad, edad,Ejemplo de uso con 世 - edad,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
世,shi,generación, generación,Ejemplo de uso con 世 - generación,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
世,shi,era, era,Ejemplo de uso con 世 - era,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
世,shi,mundo, mundo,Ejemplo de uso con 世 - mundo,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
世,shi,vida, vida,Ejemplo de uso con 世 - vida,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
世,shi,época, época,Ejemplo de uso con 世 - época,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
世,shi,descendiente, descendiente,Ejemplo de uso con 世 - descendiente,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
世,shi,noble, noble,Ejemplo de uso con 世 - noble,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob,528363
作出,zuo chu,para apagar,para apagar,Ejemplo de uso con 作出 - para apagar,https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob,522816
作出,zuo chu,para encontrar, para encontrar,Ejemplo de uso con 作出 - para encontrar,https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob,522816
作出,zuo chu,"hacer (una elección, decisión, propuesta, respuesta, comentarios, etc.)"," hacer (una elección, decisión, propuesta, respuesta, comentarios, etc.)","Ejemplo de uso con 作出 - hacer (una elección, decisión, propuesta, respuesta, comentarios, etc.)",https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob,522816
作出,zuo chu,"emitir (un permiso, declaración, explicación, disculpas, tranquilidad al público, etc.)"," emitir (un permiso, declaración, explicación, disculpas, tranquilidad al público, etc.)","Ejemplo de uso con 作出 - emitir (un permiso, declaración, explicación, disculpas, tranquilidad al público, etc.)",https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob,522816
作出,zuo chu,dibujar (conclusión), dibujar (conclusión),Ejemplo de uso con 作出 - dibujar (conclusión),https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob,522816
作出,zuo chu,"para entregar (discurso, juicio)"," para entregar (discurso, juicio)","Ejemplo de uso con 作出 - para entregar (discurso, juicio)",https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob,522816
作出,zuo chu,idear (explicación), idear (explicación),Ejemplo de uso con 作出 - idear (explicación),https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob,522816
作出,zuo chu,extraer, extraer,Ejemplo de uso con 作出 - extraer,https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob,522816
面,mian,rostro,rostro,Ejemplo de uso con 面 - rostro,https://translate.google.com/translate_tts?ie=UTF-8&q=面&tl=zh&client=tw-ob,516132
面,mian,lado, lado,Ejemplo de uso con 面 - lado,https://translate.google.com/translate_tts?ie=UTF-8&q=面&tl=zh&client=tw-ob,516132
面,mian,superficie, superficie,Ejemplo de uso con 面 - superficie,https://translate.google.com/translate_tts?ie=UTF-8&q=面&tl=zh&client=tw-ob,516132
面,mian,aspecto, aspecto,Ejemplo de uso con 面 - aspecto,https://translate.google.com/translate_tts?ie=UTF-8&q=面&tl=zh&client=tw-ob,516132
面,mian,arriba, arriba,Ejemplo de uso con 面 - arriba,https://translate.google.com/translate_tts?ie=UTF-8&q=面&tl=zh&client=tw-ob,516132
面,mian,"Clasificador para objetos con superficies planas como tambores, espejos, banderas, etc."," Clasificador para objetos con superficies planas como tambores, espejos, banderas, etc.","Ejemplo de uso con 面 - Clasificador para objetos con superficies planas como tambores, espejos, banderas, etc.",https://translate.google.com/translate_tts?ie=UTF-8&q=面&tl=zh&client=tw-ob,516132
照,zhao,de acuerdo a,de acuerdo a,Ejemplo de uso con 照 - de acuerdo a,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,de acuerdo con, de acuerdo con,Ejemplo de uso con 照 - de acuerdo con,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,brillar, brillar,Ejemplo de uso con 照 - brillar,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,iluminar, iluminar,Ejemplo de uso con 照 - iluminar,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,reflejar, reflejar,Ejemplo de uso con 照 - reflejar,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,mirar (el reflejo de uno), mirar (el reflejo de uno),Ejemplo de uso con 照 - mirar (el reflejo de uno),https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,tomar (una foto), tomar (una foto),Ejemplo de uso con 照 - tomar (una foto),https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,foto, foto,Ejemplo de uso con 照 - foto,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,de acuerdo a lo pedido, de acuerdo a lo pedido,Ejemplo de uso con 照 - de acuerdo a lo pedido,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
照,zhao,como antes, como antes,Ejemplo de uso con 照 - como antes,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob,507600
入,ru,para entrar,para entrar,Ejemplo de uso con 入 - para entrar,https://translate.google.com/translate_tts?ie=UTF-8&q=入&tl=zh&client=tw-ob,505225
入,ru,para entrar, para entrar,Ejemplo de uso con 入 - para entrar,https://translate.google.com/translate_tts?ie=UTF-8&q=入&tl=zh&client=tw-ob,505225
入,ru,para unirse, para unirse,Ejemplo de uso con 入 - para unirse,https://translate.google.com/translate_tts?ie=UTF-8&q=入&tl=zh&client=tw-ob,505225
入,ru,convertirse en miembro de, convertirse en miembro de,Ejemplo de uso con 入 - convertirse en miembro de,https://translate.google.com/translate_tts?ie=UTF-8&q=入&tl=zh&client=tw-ob,505225
入,ru,(forma unida) para ajustarse a (como en 入時 | 入时 [ru4shi2]), (forma unida) para ajustarse a (como en 入時 | 入时 [ru4shi2]),Ejemplo de uso con 入 - (forma unida) para ajustarse a (como en 入時 | 入时 [ru4shi2]),https://translate.google.com/translate_tts?ie=UTF-8&q=入&tl=zh&client=tw-ob,505225
入,ru,abbr. para 入聲 | 入声 [ru4sheng1], abbr. para 入聲 | 入声 [ru4sheng1],Ejemplo de uso con 入 - abbr. para 入聲 | 入声 [ru4sheng1],https://translate.google.com/translate_tts?ie=UTF-8&q=入&tl=zh&client=tw-ob,505225
入,ru,"(En el embalaje del producto, después de {número n} + {clasificador}) que contiene (n piezas) (de japonés 入 ""iri"")"," (En el embalaje del producto, después de {número n} + {clasificador}) que contiene (n piezas) (de japonés 入 ""iri"")","Ejemplo de uso con 入 - (En el embalaje del producto, después de {número n} + {clasificador}) que contiene (n piezas) (de japonés 入 ""iri"")",https://translate.google.com/translate_tts?ie=UTF-8&q=入&tl=zh&client=tw-ob,505225
如,ru,como,como,Ejemplo de uso con 如 - como,https://translate.google.com/translate_tts?ie=UTF-8&q=如&tl=zh&client=tw-ob,504585
如,ru,como si, como si,Ejemplo de uso con 如 - como si,https://translate.google.com/translate_tts?ie=UTF-8&q=如&tl=zh&client=tw-ob,504585
如,ru,como, como,Ejemplo de uso con 如 - como,https://translate.google.com/translate_tts?ie=UTF-8&q=如&tl=zh&client=tw-ob,504585
待,dai,esperar,esperar,Ejemplo de uso con 待 - esperar,https://translate.google.com/translate_tts?ie=UTF-8&q=待&tl=zh&client=tw-ob,502397
待,dai,tratar, tratar,Ejemplo de uso con 待 - tratar,https://translate.google.com/translate_tts?ie=UTF-8&q=待&tl=zh&client=tw-ob,502397
待,dai,para tratar, para tratar,Ejemplo de uso con 待 - para tratar,https://translate.google.com/translate_tts?ie=UTF-8&q=待&tl=zh&client=tw-ob,502397
待,dai,necesitar, necesitar,Ejemplo de uso con 待 - necesitar,https://translate.google.com/translate_tts?ie=UTF-8&q=待&tl=zh&client=tw-ob,502397
待,dai,ir a (hacer sth), ir a (hacer sth),Ejemplo de uso con 待 - ir a (hacer sth),https://translate.google.com/translate_tts?ie=UTF-8&q=待&tl=zh&client=tw-ob,502397
待,dai,a punto de, a punto de,Ejemplo de uso con 待 - a punto de,https://translate.google.com/translate_tts?ie=UTF-8&q=待&tl=zh&client=tw-ob,502397
待,dai,con la intención de, con la intención de,Ejemplo de uso con 待 - con la intención de,https://translate.google.com/translate_tts?ie=UTF-8&q=待&tl=zh&client=tw-ob,502397
另外,ling wai,adicional,adicional,Ejemplo de uso con 另外 - adicional,https://translate.google.com/translate_tts?ie=UTF-8&q=另外&tl=zh&client=tw-ob,501711
另外,ling wai,además, además,Ejemplo de uso con 另外 - además,https://translate.google.com/translate_tts?ie=UTF-8&q=另外&tl=zh&client=tw-ob,501711
另外,ling wai,además, además,Ejemplo de uso con 另外 - además,https://translate.google.com/translate_tts?ie=UTF-8&q=另外&tl=zh&client=tw-ob,501711
另外,ling wai,separado, separado,Ejemplo de uso con 另外 - separado,https://translate.google.com/translate_tts?ie=UTF-8&q=另外&tl=zh&client=tw-ob,501711
另外,ling wai,otro, otro,Ejemplo de uso con 另外 - otro,https://translate.google.com/translate_tts?ie=UTF-8&q=另外&tl=zh&client=tw-ob,501711
另外,ling wai,además, además,Ejemplo de uso con 另外 - además,https://translate.google.com/translate_tts?ie=UTF-8&q=另外&tl=zh&client=tw-ob,501711
另外,ling wai,además, además,Ejemplo de uso con 另外 - además,https://translate.google.com/translate_tts?ie=UTF-8&q=另外&tl=zh&client=tw-ob,501711
便,bian,utilizado en 便宜 [pian2yi5],utilizado en 便宜 [pian2yi5],Ejemplo de uso con 便 - utilizado en 便宜 [pian2yi5],https://translate.google.com/translate_tts?ie=UTF-8&q=便&tl=zh&client=tw-ob,498051
便,bian,utilizado en 便便 [pian2pian2], utilizado en 便便 [pian2pian2],Ejemplo de uso con 便 - utilizado en 便便 [pian2pian2],https://translate.google.com/translate_tts?ie=UTF-8&q=便&tl=zh&client=tw-ob,498051
便,bian,utilizado en 便嬛 [pian2xuan1], utilizado en 便嬛 [pian2xuan1],Ejemplo de uso con 便 - utilizado en 便嬛 [pian2xuan1],https://translate.google.com/translate_tts?ie=UTF-8&q=便&tl=zh&client=tw-ob,498051
背,bei,la parte posterior de un cuerpo u objeto,la parte posterior de un cuerpo u objeto,Ejemplo de uso con 背 - la parte posterior de un cuerpo u objeto,https://translate.google.com/translate_tts?ie=UTF-8&q=背&tl=zh&client=tw-ob,482797
背,bei,dar la espalda a la espalda, dar la espalda a la espalda,Ejemplo de uso con 背 - dar la espalda a la espalda,https://translate.google.com/translate_tts?ie=UTF-8&q=背&tl=zh&client=tw-ob,482797
背,bei,para ocultar algo de, para ocultar algo de,Ejemplo de uso con 背 - para ocultar algo de,https://translate.google.com/translate_tts?ie=UTF-8&q=背&tl=zh&client=tw-ob,482797
背,bei,aprender de corazón, aprender de corazón,Ejemplo de uso con 背 - aprender de corazón,https://translate.google.com/translate_tts?ie=UTF-8&q=背&tl=zh&client=tw-ob,482797
背,bei,recitar de la memoria, recitar de la memoria,Ejemplo de uso con 背 - recitar de la memoria,https://translate.google.com/translate_tts?ie=UTF-8&q=背&tl=zh&client=tw-ob,482797
背,bei,desafortunado (jerga), desafortunado (jerga),Ejemplo de uso con 背 - desafortunado (jerga),https://translate.google.com/translate_tts?ie=UTF-8&q=背&tl=zh&client=tw-ob,482797
背,bei,duro de audición, duro de audición,Ejemplo de uso con 背 - duro de audición,https://translate.google.com/translate_tts?ie=UTF-8&q=背&tl=zh&client=tw-ob,482797
指,zhi,dedo,dedo,Ejemplo de uso con 指 - dedo,https://translate.google.com/translate_tts?ie=UTF-8&q=指&tl=zh&client=tw-ob,481500
指,zhi,apuntar a o a, apuntar a o a,Ejemplo de uso con 指 - apuntar a o a,https://translate.google.com/translate_tts?ie=UTF-8&q=指&tl=zh&client=tw-ob,481500
指,zhi,para indicar o referirse a, para indicar o referirse a,Ejemplo de uso con 指 - para indicar o referirse a,https://translate.google.com/translate_tts?ie=UTF-8&q=指&tl=zh&client=tw-ob,481500
指,zhi,depender de, depender de,Ejemplo de uso con 指 - depender de,https://translate.google.com/translate_tts?ie=UTF-8&q=指&tl=zh&client=tw-ob,481500
指,zhi,para contar con, para contar con,Ejemplo de uso con 指 - para contar con,https://translate.google.com/translate_tts?ie=UTF-8&q=指&tl=zh&client=tw-ob,481500
指,zhi,(de cabello) para pararse de lado, (de cabello) para pararse de lado,Ejemplo de uso con 指 - (de cabello) para pararse de lado,https://translate.google.com/translate_tts?ie=UTF-8&q=指&tl=zh&client=tw-ob,481500
根本,gen ben,fundamental,fundamental,Ejemplo de uso con 根本 - fundamental,https://translate.google.com/translate_tts?ie=UTF-8&q=根本&tl=zh&client=tw-ob,479220
根本,gen ben,básico, básico,Ejemplo de uso con 根本 - básico,https://translate.google.com/translate_tts?ie=UTF-8&q=根本&tl=zh&client=tw-ob,479220
根本,gen ben,raíz, raíz,Ejemplo de uso con 根本 - raíz,https://translate.google.com/translate_tts?ie=UTF-8&q=根本&tl=zh&client=tw-ob,479220
根本,gen ben,simplemente, simplemente,Ejemplo de uso con 根本 - simplemente,https://translate.google.com/translate_tts?ie=UTF-8&q=根本&tl=zh&client=tw-ob,479220
根本,gen ben,En absoluto), En absoluto),Ejemplo de uso con 根本 - En absoluto),https://translate.google.com/translate_tts?ie=UTF-8&q=根本&tl=zh&client=tw-ob,479220
根本,gen ben,(de nada, (de nada,Ejemplo de uso con 根本 - (de nada,https://translate.google.com/translate_tts?ie=UTF-8&q=根本&tl=zh&client=tw-ob,479220
根本,gen ben,CL: 個 | 个 [GE4], CL: 個 | 个 [GE4],Ejemplo de uso con 根本 - CL: 個 | 个 [GE4],https://translate.google.com/translate_tts?ie=UTF-8&q=根本&tl=zh&client=tw-ob,479220
省,sheng,(forma unida) para analizar,(forma unida) para analizar,Ejemplo de uso con 省 - (forma unida) para analizar,https://translate.google.com/translate_tts?ie=UTF-8&q=省&tl=zh&client=tw-ob,479216
省,sheng,(forma unida) para reflejar (sobre la conducta de uno), (forma unida) para reflejar (sobre la conducta de uno),Ejemplo de uso con 省 - (forma unida) para reflejar (sobre la conducta de uno),https://translate.google.com/translate_tts?ie=UTF-8&q=省&tl=zh&client=tw-ob,479216
省,sheng,(forma unida) para darse cuenta, (forma unida) para darse cuenta,Ejemplo de uso con 省 - (forma unida) para darse cuenta,https://translate.google.com/translate_tts?ie=UTF-8&q=省&tl=zh&client=tw-ob,479216
